Category,Name,Street,City,State,Zip,Phone,Twitter
Restaurants,Aru Sushi,695 9th Ave,New York,NY,10036,,n/a
Restaurants,B. Smith's,320 W 46th St,New York,NY,10036,(212) 315-1100,bsmithsnyc
Restaurants,Bagel Stix,891 8th Ave,New York,NY,10019,(212) 582-8333,bagelstix
Restaurants,Bali Nusa Indah,651 9th Ave,New York,NY,10036,(212) 265-2200,n/a
Restaurants,Balkanika,691 9th Ave,New York,NY,10036,(212) 974-0300,Balkanikany
Restaurants,Bamboo 52,344 W 52nd St,New York,NY,10019,(212) 315-2777,bamboo52
Restaurants,Bangkok House,360 W 46 St,New York,NY,10036,(212) 541-5943,n/a
Restaurants,Bar 9 NYC,807 9th Ave,New York,NY,10019,(212) 399-9336,Bar9NYC
Restaurants,Barbetta,321 W 46th St,New York,NY,10036,(212) 246-9171,BarbettaNYC
Restaurants,Birdland,315 W 44th St,New York,NY,10036,(212) 581-3080,birdlandjazz
Restaurants,Blockheads,350 W 50th St,New York,NY,10019,(212) 307-7029,BlockheadNYC
Restaurants,Blue 9 Burger,789 9th Ave,New York,NY,10019,(212) 333-3042,Blue9Burger9th
Restaurants,Bos & Lucky Sunday,858 8th Ave,New York,NY,10019,(212) 459-3610,n/a
Restaurants,Bourbon Street Bar & Grille,346 W 46th St,New York,NY,10036,(212) 245-2030,BourbonNY
Restaurants,Brasserie Athenee,300 W 46th St,New York,NY,10036,(212) 399-1100,n/a
Restaurants,Brazil Brazil Grill,328 W 46th St,New York,NY,10036,(212) 957-4300,n/a
Restaurants,Brazil Grill,787 8th Ave,New York,NY,10036,(212) 307-9449,n/a
Restaurants,Bricco Restaurant,304 W 56th St Frnt,New York,NY,10019,(212) 245-7160,bricconyc
Restaurants,Brickyard Gastropub,785 9th Ave,New York,NY,10019,(212) 767-0077,brickyardnyc
Restaurants,Broadway Joe Steakhouse,315 W 46th St,New York,NY,10036,(212) 246-6513,n/a
Restaurants,Burger King,327 W 42nd St,New York,NY,10036,(212) 262-5356,BKQueensNY
Restaurants,Bus Stop Coffee Shop,542 9th Avenue,New York,NY,10018,(212) 560-9030,n/a
Restaurants,Capizzi,547 9th Ave,New York,NY,10018,(212) 695-6900,n/a
Restaurants,Cara Mia,654 9th Ave,New York,NY,10036,(212) 262-6767,n/a
Restaurants,Carve,760 8th Ave,New York,NY,10036,(212) 730-4949,n/a
Restaurants,Chenab Restaurant,540 9th Ave,New York,NY,10018,(212) 216-9455,n/a
Restaurants,Chicken Bar,717 8th Ave,New York,NY,10036,(212) 245-5111,n/a
Restaurants,Chili Thai,712 9th Ave,New York,NY,10019,(212) 265-5054,ChiliThaiNYC
Restaurants,Chimichurri Grill,609 9th Ave,New York,NY,10036,(212) 586-8655,n/a
Restaurants,Chipotle Mexican Grill,9 W 42nd Street,New York,NY,10036,(212) 354-6760,ChipotleTweets
Restaurants,Churrascaria Plataforma,316 W 49th St,New York,NY,10019,(212) 245-0505,n/a
Restaurants,Collage Bistro & Bar,342 W 40th St,New York,NY,10018,(212) 706-6300,n/a
Restaurants,Cosmic Diner,888 8th Ave,New York,NY,10019,(212) 333-5888,n/a
Restaurants,d t m Restaurant,343 W 46th,New York,NY,10036,(212) 757-0788,DontTellMamaNYC
Restaurants,Danji,346 W 52nd St,New York,NY,10019,(212) 586-2880,danjinyc
Restaurants,Don Antonio,309 W 50th St,New York,NY,10019,(646) 719-1043,DonAntonioPizza
Restaurants,Don Giovanni Ristorante,358 W 44th St,New York,NY,10036,(212) 581-4939,DonGiovanniRest
Restaurants,El Centro,824 9th Ave,New York,NY,10019,(646) 763-6585,n/a
Restaurants,El Papasito Forever Restaurant,346 W 53rd St,New York,NY,10019,(212) 265-2225,n/a
Restaurants,El Rancho Burritos,359 W 45th St,Manhattan,NY,10036,(646) 392-8124,elranchoburrito
Restaurants,Empanada Joe's,683 8th Ave,New York,NY,10036,,n/a
Restaurants,EuroPan Cafe,672 8th Ave,New York,NY,10036,(212) 730-4442,n/a
Restaurants,Firebird Restaurant,365 W 46 St,New York,NY,10036,(212) 586-0244,FireBird_NYC
Restaurants,Fo Ying,811 8th Ave,New York,NY,10184,,n/a
Restaurants,Food Emporium Cafe,810 8th Ave,New York,NY,10019,,TheFoodEmporium
Restaurants,Frames,550 9th Ave,New York,NY,10018,(212) 268-6909,framesnyc
Restaurants,Fresco Tortillas,766 9th Ave,New York,NY,10019,(212) 489-5301,n/a
Restaurants,Galaxy Diner,665 9th Ave,New York,NY,10036,(212) 586-4885,n/a
Restaurants,Gallo Nero,404 W 44th St,New York,NY,10036,(212) 265-6660,GalloNeroNYC
Restaurants,Garden City Cafe,535 9th Ave,New York,NY,10018,(212) 594-3393,n/a
Restaurants,Gazala Place,709 9th Ave,New York,NY,10019,(212) 245-0709,GazalaPlace
Restaurants,Georgio's Country Grill,801 9th Ave,New York,NY,10019,(212) 977-1150,n/a
Restaurants,Go Sushi,756 9th Ave,New York,NY,10019,(212) 459-2288,n/a
Restaurants,Gossip,733 9th Ave,New York,NY,10019,(212) 265-2720,n/a
Restaurants,Gotham Bistro,326 W 40th St,New York,NY,10018,(917) 351-4912,n/a
Restaurants,Hampton's Gourmet,755 9th Ave,New York,NY,10019,(212) 245-3230,n/a
Restaurants,Heartland Brewery,625 8th Ave,New York,NY,10036,(646) 214-1000,HeartlandBrew
Restaurants,Hourglass Tavern,373 W 46th St,New York,NY,10036,(212) 265-2060,HourglassTavern
Restaurants,Hummus Kitchen,768 9th Ave,New York,NY,10019,(212) 333-3009,HummusKitchen
Restaurants,Kodama Sushi,301 W 45th St,New York,NY,10036,(212) 582-8065,n/a
Restaurants,Kyotofu,705 9th Ave,New York,NY,10019,(212) 974-6012,kyotofu
Restaurants,La Paloma Burritos,359 W 45th St,New York,NY,10036,(212) 581-3844,n/a
Restaurants,La Rivista Ristorante,313 W 46th St,New York,NY,10036,(212) 245-1707,n/a
Restaurants,La Silhouette,362 W 53rd St,New York,NY,10019,(212) 581-2400,LaSilhouetteNYC
Restaurants,Latitude Bar & Lounge,783 8th Ave,New York,NY,10036,(212) 245-3034,LatitudeNYC
Restaurants,Lime Jungle,803 9th Ave,New York,NY,10019,(212) 582-5599,LimeJungleNYC
Restaurants,Lucky's Famous Burgers,370 W 52nd St,New York,NY,10019,(212) 247-6717,GetLuckysburger
Restaurants,L'YBane,709 8th Ave,New York,NY,10036,(212) 582-2012,LybaneNY
Restaurants,Maria Pia,319 W 51st St,New York,NY,10019,(212) 765-6463,n/a
Restaurants,Medi Wine Bar,811 9th Ave,Manhattan,NY,10019,(212) 586-1201,n/a
Restaurants,Mexico City Cafe,322 W 50th St,New York,NY,10019,(212) 307-7070,n/a
Restaurants,New Bombay Indian Cuisine,764 9th Ave,Manhattan,NY,10019,(212) 977-3098,n/a
Restaurants,Nissho Japanese Restaurant,607 9th Avenue,New York,NY,10036,(212) 265-1782,n/a
Restaurants,Nook,746 9th Ave,New York,NY,10019,(212) 247-5500,NookRestaurant
Restaurants,O'Flaherty's Ale House,334 W 46th St,New York,NY,10036,(212) 581-9366,n/a
Restaurants,Olympic Diner,807 8th Ave,New York,NY,10019,(212) 956-3230,OlympicDiner
Restaurants,Orso,322 W 46th Street,New York,NY,10036,(212) 489-7212,n/a
Restaurants,Palm Restaurant,250 West 50th Street,New York,NY,10019,(212) 333-7256,PalmWestNYC
Restaurants,Pam Real Thai Encore,402 W 47th St,New York,NY,10019,(212) 315-4441,n/a
Restaurants,Papaya Dog,400 W 42nd St,New York,NY,10036,(212) 629-0632,papayadognyc
Restaurants,Patzeria Family & Friends,311 W 48th St,Manhattan,NY,10019,(212) 245-4343,n/a
Restaurants,Pick A Bagel on 8th Ave,891 8th Avenue,New York,NY,10019,(212) 582-8333,n/a
Restaurants,Pita Grill,790 9th Ave,New York,NY,10019,(212) 765-1100,pitagrill7ave
Restaurants,Pomaire,371 W 46th St,New York,NY,10036,(212) 956-3056,n/a
Restaurants,Prestige Halal Vendor,52nd St and 8th Ave,New York,NY,10019,,n/a
Restaurants,Pure Thai Cookhouse,766 9th Ave,New York,NY,10019,(212) 581-0999,n/a
Restaurants,Q2 Thai,788 9th Ave,New York,NY,10019,(212) 262-2236,Q2thainyc
Restaurants,Rachel's Restaurant,608 9th Ave,New York,NY,10036,(212) 957-9050,n/a
Restaurants,Rice N Beans Restaurant,744 9th Ave,New York,NY,10019,(212) 265-4444,n/a
Restaurants,Rio & You,328 W 45th at 8 Ave,New York,NY,10036,(212) 307-0717,n/a
Restaurants,Riposo 46,667 9th Ave,New York,NY,10036,(212) 247-8018,n/a
Restaurants,Robert Emmets,694 8th Ave,New York,NY,10036,(212) 302-9999,n/a
Restaurants,Shake Shack,691 8th Ave,New York,NY,10036,(646) 435-0135,shakeshack
Restaurants,Smith's Bar & Restaurant,701 8th Ave,New York,NY,10036,(212) 246-3268,TheSmithNYC
Restaurants,Smyrna Mediterranean Turkish Cuisine,358 W 46th St,New York,NY,10036,(646) 455-0705,n/a
Restaurants,Subway,765 8th Ave,New York,NY,10036,(212) 315-1996,SUBWAY
Restaurants,Sushi of Gari 46,347 W 46th St,New York,NY,10036,(212) 957-0046,n/a
Restaurants,Tabata Noodle,540 9th Ave,Manhattan,NY,10018,(212) 290-7691,TABATANOODLE
Restaurants,Tai & Thai,693 9th Ave,New York,NY,10036,(212) 265-2229,n/a
Restaurants,Thai Palace,304 W 40th St,New York,NY,10018,(212) 868-6756,n/a
Restaurants,The House Of Brews,363 W 46th St,New York,NY,10036,(212) 245-0551,HOUSEOFBREWSNYC
Restaurants,The New York Beer Company,321 W 44th St,New York,NY,10036,(212) 245-2337,NewYorkBeerCo
Restaurants,The New York Times Cafeteria,620 8th Ave,New York,NY,10018,(212) 354-3328,n/a
Restaurants,Tobacco Road,355 W 41st St,New York,NY,10036,(917) 921-4128,tobaccoroadnyc
Restaurants,Tout Va Bien,311 W 51st St,New York,NY,10019,(212) 265-0190,LeToutVaBien
Restaurants,Traffic Bar and Restaurant,701 9th Ave,New York,NY,10036,(212) 837-2702,trafficbarnyc
Restaurants,Troy Turkish Grill,539 9th Avenue,New York,NY,10018,(212) 465-0888,n/a
Restaurants,Two Boots Hell's Kitchen,625 9th Ave,New York,NY,10036,(212) 956-2668,n/a
Restaurants,Uncle Nick's Greek Cuisine,747 9th Ave,New York,NY,10019,(212) 245-7992,n/a
Restaurants,Uncle Nick's Ouzaria Greek Tapas,749 9th Ave,New York,NY,10019,(212) 397-2892,n/a
Restaurants,Uncle Vanya Cafe,315 W 54th St,New York,NY,10019,(212) 262-0542,n/a
Restaurants,Vice Versa Restaurant,325 W 51st St,New York,NY,10019,(212) 399-9265,n/a
Restaurants,Villa Pizza,625 8th Ave,New York,NY,10018,(212) 971-9242,n/a
Restaurants,VIV,717 9th Ave,Manhattan,NY,10019,(212) 581-5999,n/a
Restaurants,Vucciria,645 9th Ave,New York,NY,10036,(212) 262-2525,VucciriaNY
Restaurants,Vynl,754 9th Ave,New York,NY,10019,(212) 974-2003,VynlNYC
Restaurants,West End Bar & Grill,813 8th Ave,New York,NY,10019,(212) 707-8986,westendbargrill
Restaurants,Wondee Siam,792 9th Ave,New York,NY,10019,(212) 459-9057,n/a
Restaurants,Xai Xai South African Wine Bar,369 W 51st St,New York,NY,10019,(212) 541-9241,n/a
Restaurants,Yum Yum 3,658 9th Ave,New York,NY,10036,(212) 956-0639,n/a
Restaurants,Zen Palate,663 9th Ave at West 46th St,Manhattan,NY,10036,(212) 387-8885,zenpalate
Restaurants,Zigolinis Pizza Bar,675 9th Ave,New York,NY,10036,(212) 333-3900,ZIGOLINIS
Restaurants,Zuni,598 9th Ave,New York,NY,10036,(212) 765-7626,n/a
Restaurants,Atomic Wings,311 Broadway,New York,NY,10007,(212) 571-7667,AtomicWings
Restaurants,Baba Ghanouge,165 Church St,New York,NY,10007,(212) 571-2020,babaghanougeNY
Restaurants,Blue Spoon Coffee,76 Chambers St,New York,NY,10007,(212) 619-7230,BlueSpoonNYC
Restaurants,New Fancy Food,349 Broadway,Manhattan,NY,10013,,n/a
Restaurants,Sushein,325 Broadway,Manhattan,NY,10007,(212) 962-2500,SusheinInc
Restaurants,Corcho Wine Room,231 Dykman St,New York,NY,10034,(212) 203-3371,CorchoWineRoom
Restaurants,Hector's Cafe-Restaurant,44 Little W 12th St,New York,NY,10014,(212) 206-7592,n/a
Restaurants,Franchia Vegan Cafe,12 Park Ave,New York,NY,10016,(212) 213-1001,franchiacafe
Restaurants,Teqa,443 3rd Ave,Manhattan,NY,10016,(212) 213-3223,TeqaNYC
Restaurants,Subway,61 Lexington Ave,New York,NY,10010,(212) 213-8506,SUBWAY
Restaurants,Pulse Restaurant & Bar At the Sport Club La,45 Rockefeller Plz,New York,NY,10001,(212) 218-8666,pulserockcenter
Restaurants,Xicala Wine & Tapas Bar,151 Elizabeth St,New York,NY,10013,(212) 219-0599,xicalawinebar
Restaurants,Joey Pepperoni's Pizza,381 Broadway,Manhattan,NY,10013,(212) 219-3555,n/a
Restaurants,Hua Ji Pork Chop Fast Food,7 Allen St,New York,NY,10002,(212) 219-9876,n/a
Restaurants,Universal News & Cafe,234 W 42nd St,New York,NY,10036,(212) 221-1809,n/a
Restaurants,Carmine's,200 W 44th St,New York,NY,10036,(212) 221-3800,CarminesNYC
Restaurants,Sunrise Delicatessen,575 Seventh Ave,Manhattan,NY,10018,(212) 221-6490,SunriseDeli 
Restaurants,Sardi's Restaurant,234 W 44th St,New York,NY,10036,(212) 221-8440,SardisNYC
Restaurants,Pronto Pizza,135 W 41st St,New York,NY,10036,(212) 221-8886,ProntoPizzaNY
Restaurants,Dallas BBQ,241 W 42nd St,New York,NY,10036,(212) 221-9000,DallasBBQ
Restaurants,Soho Grill,224 Lafayette St,New York,NY,10012,(212) 226-0440,n/a
Restaurants,Tom and Toon,241 W 51st St,New York,NY,10019,(212) 226-4565,TomAndToon
Restaurants,Fratelli Ristorante,115 Mulberry St,New York,NY,10013,(212) 226-5555,n/a
Restaurants,Il Cortile,125 Mulberry Street,New York,NY,10013,(212) 226-6060,ilcortilenyc
Restaurants,La Cremeria,178 Mulberry St,New York,NY,10012,(212) 226-6758,LaCremeriaNYC
Restaurants,Salum_,Broadway Plaza,New York,NY,10013,(212) 226-8111,n/a
Restaurants,Caffe Roma Pastry,385 Broome St,New York,NY,10013,(212) 226-8413,n/a
Restaurants,El Castillo De Madison,207 Madison St,New York,NY,10002,(212) 227-2892,n/a
Restaurants,Ben's Deli,32 Ave B,New York,NY,10009,(212) 228-1406,BensKosherDeli
Restaurants,Hotel Tortuga,246 E 14th St,New York,NY,10003,(212) 228-1884,n/a
Restaurants,Moustache Pitza,265 E 10th St,New York,NY,10009,(212) 228-2022,n/a
Restaurants,Taureau,127 E 7th St,New York,NY,10009,(212) 228-2222,n/a
Restaurants,Il Posto Accanto,190 E 2nd St,New York,NY,10009,(212) 228-3562,n/a
Restaurants,Horus Cafe,293 E 10th St,New York,NY,10009,(212) 228-4774,horuscafe
Restaurants,B Cup Cafe,212 Ave B,New York,NY,10009,(212) 228-4808,BcupCafe
Restaurants,Common Ground,206 Ave A,New York,NY,10009,(212) 228-6231,CommonGroundNYC
Restaurants,The Beagle,162 Ave A,New York,NY,10009,(212) 228-6900,TheBeagleNYC
Restaurants,Asiam Thai Cuisine,259 First Ave,Manhattan,NY,10003,(212) 228-7880,n/a
Restaurants,City Gourmet Delicatessen,123 3rd Ave,New York,NY,10003,(212) 228-8735,n/a
Restaurants,Di Fiore Marquet Cafe,15 E 12th St,New York,NY,10003,(212) 229-9313,n/a
Restaurants,Downtown Deli,27 Park Pl,New York,NY,10007,(212) 233-2911,n/a
Restaurants,Famous Sichuan,10 Pell St,New York,NY,10013,(212) 233-3888,n/a
Restaurants,Pazzo Pizza,766 2nd Ave,Manhattan,NY,10017,(212) 233-7120,n/a
Restaurants,Joe's Shanghai,9 Pell St,New York,NY,10013,(212) 233-8888,n/a
Restaurants,Staghorn Steakhouse,315 W 36th St,New York,NY,10018,(212) 239-0923,n/a
Restaurants,Subway,1 Pennsylvania Plaza,New York,NY,10001,(212) 239-4212,SUBWAY
Restaurants,Pomodoro Restaurant,518 9th Ave,New York,NY,10018,(212) 239-7019,n/a
Restaurants,Fat Sal's Pizza,217 W 14th St,New York,NY,10011,(212) 242-0028,fatsalspizza
Restaurants,Frank's Butcher Shop,Chelsea Market,New York,NY,10011,(212) 242-1234,n/a
Restaurants,Old Homestead Steak House,56 9th Ave,New York,NY,10011,(212) 242-9040,n/a
Restaurants,Au Bon Pain,73 5th Ave,New York,NY,10003,(212) 242-9836,n/a
Restaurants,Union Square Cafe,21 E 16th St,New York,NY,10003,(212) 243-4020,UnionSquareCafe
Restaurants,Uncle Jack's Steakhouse,440 9th Ave,New York,NY,10001,(212) 244-0005,UNCLEJACKS
Restaurants,Gourmet Unlimited,593 10th Avenue,New York,NY,10036,(212) 244-0451,n/a
Restaurants,Harold Square Market,968 Avenue of the Americas,Manhattan,NY,10024,(212) 244-3484,n/a
Restaurants,McDonald's,220 W 41st St,Manhattan,NY,10018,(212) 244-6227,McDonalds
Restaurants,Martinique Cafe,1260 Broadway,New York,NY,10001,(212) 244-6523,MartiniqueCafe
Restaurants,J.L.H Deli,306 W 38th St.,New York,NY,10018,(212) 244-6966,n/a
Restaurants,Dake Sushi,348 7th Ave,New York,NY,10001,(212) 244-9100,n/a
Restaurants,Robert's Steakhouse,603 W 45th St,New York,NY,10024,(212) 245-0002,RobertsSteak
Restaurants,Good Burger,977 8th Ave,New York,NY,10019,(212) 245-2200,mygoodburger
Restaurants,American Retro,714 11th Ave,Manhattan,NY,10019,(212) 245-2203,AmericanRetroNY
Restaurants,Star Diner,839 7th Ave,New York,NY,10019,(212) 245-3030,n/a
Restaurants,Ted's Montana Grill,110 W 51st St,New York,NY,10019,(212) 245-5220,TedMontanaGrill
Restaurants,Clinton Gourmet Deli,648 10th Ave,New York,NY,10036,(212) 245-5965,n/a
Restaurants,Ocean Dragon,877 10th Ave,New York,NY,10019,(212) 245-7210,n/a
Restaurants,Angelo's Pizza,1697 Broadway,New York,NY,10019,(212) 245-8811,n/a
Restaurants,Ruth's Chris Steak House,148 W 51st St,New York,NY,10019,(212) 245-9600,n/a
Restaurants,Morning Star Restaurant,879 9th Ave,New York,NY,10019,(212) 246-1593,n/a
Restaurants,Charley O's Times Square Grill,1611 Broadway,Manhattan,NY,10019,(212) 246-1960,n/a
Restaurants,Blue Chili,251 W 51st St,New York,NY,10019,(212) 246-3330,n/a
Restaurants,Art Cafe,1657 Broadway,New York,NY,10019,(212) 246-6790,ArteCafeNYC
Restaurants,Steak 'n Shake,1695 Broadway,New York,NY,10019,(212) 247-6584,n/a
Restaurants,Casellula,401 W 52nd St,New York,NY,10019,(212) 247-8137,casellula
Restaurants,1 Minute Cafe,977 Eighth Ave,Manhattan,NY,10039,(212) 247-9041,1minutecafe
Restaurants,Poke,343 E 85th St,New York,NY,10028,(212) 249-0569,n/a
Restaurants,Bocca East,1496 2nd Ave,Manhattan,NY,10075,(212) 249-1010,BoccaGroup
Restaurants,Daisy's Cafe,260 E 72nd St,New York,NY,10021,(212) 249-1301,daisyscafe
Restaurants,Lusardi's Restaurant,1494 2nd Ave,New York,NY,10021,(212) 249-2020,n/a
Restaurants,Blueberry Grill,1571 2nd Ave,Manhattan,NY,10028,(212) 249-2222,n/a
Restaurants,Rock n Roll Thai,1571 2nd Ave,New York,NY,10028,(212) 249-2222,n/a
Restaurants,B Cafe,240 E 75th St,New York,NY,10021,(212) 249-3300,n/a
Restaurants,Sushi Suki,1577 York Ave,New York City,NY,10028,(212) 249-3766,n/a
Restaurants,Luke's Lobster,242 E 81st St,New York,NY,10028,(212) 249-4241,LukesLobster
Restaurants,Bar Italia,1477 2nd Ave,New York,NY,10075,(212) 249-5300,baritalianyc
Restaurants,Sable's Smoked Fish,1489 2nd Ave,New York,NY,10021,(212) 249-6177,n/a
Restaurants,Palacio Azteca,1374 York Ave,New York,NY,10021,(212) 249-7313,n/a
Restaurants,Viang Ping Restaurant,1393A 2nd Avenue,New York,NY,10021,(212) 249-8484,n/a
Restaurants,Enfin Cafe,61 Lexington Ave,New York,NY,10010,(212) 251-0200,n/a
Restaurants,Banc Cafe,431 3rd Ave,New York,NY,10016,(212) 252-0146,n/a
Restaurants,Fresh Tortillas Grill,573 2nd Ave,New York,NY,10016,(212) 252-9800,n/a
Restaurants,East Village Finest Deli,50 Ave B,New York,NY,10009,(212) 253-1111,n/a
Restaurants,Odessa,119 Ave A,New York,NY,10009,(212) 253-1470,n/a
Restaurants,The Pump Energy Food,17 E 17th St,Manhattan,NY,10003,(212) 253-7676,PUMPENERGY
Restaurants,Two Boots Pizza,42 Ave A,New York,NY,10009,(212) 254-1919,twobootsnyc
Restaurants,Benny's Burritos,93 Ave A,New York,NY,10009,(212) 254-2054,BennysNYC
Restaurants,Julep,9 Ave A,New York,NY,10009,(212) 254-2442,n/a
Restaurants,Barbone,186 Ave B,New York,NY,10009,(212) 254-6047,n/a
Restaurants,Royale,157 Ave C,New York,NY,10009,(212) 254-6600,n/a
Restaurants,Stromboli Pizzeria,112 University Pl,New York,NY,10003,(212) 255-0812,stromboli112
Restaurants,One Little West 12,1 Little W 12th St,New York,NY,10014,(212) 255-9717,n/a
Restaurants,Hanami Japanese Cuisine,857 9th Ave,Manhattan,NY,10019,(212) 258-2999,n/a
Restaurants,Hanami Sushi,857 9th Ave,Manhattan,NY,10019,(212) 258-2999,n/a
Restaurants,Viacom Outpost,1515 Broadway,New York,NY,10036,(212) 258-6290,n/a
Restaurants,Duke's,99 E 19th St,New York,NY,10003,(212) 260-2922,DukesNYC
Restaurants,Manhattan Latin Grill,367 1st Ave,New York,NY,10010,(212) 260-6632,n/a
Restaurants,Two Times Square,714 7th Ave,New York,NY,10036,(212) 261-5200,MarriottIntl
Restaurants,Etrusca Mediterranean Bistro,125 W 53rd St,New York,NY,10019,(212) 261-5750,n/a
Restaurants,Insieme,777 7th Ave,New York,NY,10019,(212) 261-8821,n/a
Restaurants,LJ Pizza,754 10th Ave,Manhattan,NY,10019,(212) 262-2260,n/a
Restaurants,Azuri Cafe,465 W 51st St,New York,NY,10019,(212) 262-2920,n/a
Restaurants,Tulcingo Del Valle,665 10th Ave,New York,NY,10036,(212) 262-5510,n/a
Restaurants,Playwright Tavern & Restaurant,202 W 49th St,New York,NY,10019,(212) 262-9263,n/a
Restaurants,San Leone's,1678 Broadway,New York,NY,10019,(212) 265-1414,n/a
Restaurants,Brooklyn Diner Times Square,155 W. 43rd Street,New York,NY,10036,(212) 265-5400,n/a
Restaurants,Sullivan Street Bakery,533 W 47th St,New York,NY,10036,(212) 265-5580,SullivanBakery
Restaurants,Luigi's Gourmet Pizza,936 8th Ave,New York,NY,10019,(212) 265-7159,n/a
Restaurants,Teresa's Gourmet Coffee Bar,51 W 51st St,New York,NY,10019,(212) 265-7988,n/a
Restaurants,Bar Americain,152 W 52nd St,New York,NY,10019,(212) 265-9700,n/a
Restaurants,Club Remix,27 Park Pl,New York,NY,10007,(212) 267-5252,ClubRemixNYC
Restaurants,Subway,302 5th Ave,Manhattan,NY,10016,(212) 268-0686,SUBWAY
Restaurants,Amazonia,498 9th Ave,New York,NY,10018,(212) 268-0796,n/a
Restaurants,Cafe Express,348 7th Ave,New York,NY,10001,(212) 268-0908,CafeExpress
Restaurants,Pad Thai,409 8th Ave,New York,NY,10001,(212) 268-2752,n/a
Restaurants,Tick Tock Diner,481 8th Ave,New York,NY,10001,(212) 268-8444,TickTockDiner
Restaurants,Cooper's Tavern,New Yorker Hotel,New York,NY,10001,(212) 268-8460,CoopersTavernny
Restaurants,Mustang Harry's,352 7th Ave,New York,NY,10001,(212) 268-8930,Mustangharrysny
Restaurants,Toby's Public House,86 Kenmare St,New York,NY,10012,(212) 274-8629,n/a
Restaurants,Kenmare,98 Kenmare St,New York,NY,10012,(212) 274-9898,KenmareNYC
Restaurants,Pocha 32,15 W 32nd St,New York,NY,10001,(212) 279-1876,n/a
Restaurants,The Cafe Grind,477 10th Ave,Manhattan,NY,10018,(212) 279-4100,thecafegrind
Restaurants,Guy & Gallard,333 7th Ave,New York,NY,10001,(212) 279-7373,CafeGallard
Restaurants,Squires Diner,80 Beekman St,New York,NY,10038,(212) 285-2600,n/a
Restaurants,Hee Win Lai / Delight 28,28 Pell St,New York,NY,10013,(212) 285-8686,n/a
Restaurants,Conde Nast Cafeteria,4 Times Sq,New York,NY,10036,(212) 286-2860,4tscondecafe
Restaurants,Andaz,1378 1st Ave,New York,NY,10021,(212) 288-0288,n/a
Restaurants,Power Bowl,1486 3rd Ave,New York,NY,10028,(212) 288-0355,n/a
Restaurants,Oh Mammamia's,1471 2nd Ave,New York,NY,10021,(212) 288-4045,n/a
Restaurants,Our Place,242 E 79th St,New York,NY,10075,(212) 288-4888,OurPlaceNY
Restaurants,Le Moulin a Cafe,1439 York Ave,New York,NY,10075,(212) 288-5088,lemoulinacafe
Restaurants,Mola Turkish Grill,301East 80th St,Manhattan,NY,10075,(212) 288-5444,n/a
Restaurants,Jbird,339 E 75th St,New York,NY,10021,(212) 288-8033,JbirdCocktails
Restaurants,Energy Kitchen,1628 2nd Ave,New York,NY,10028,(212) 288-8484,Energy_Kitchen
Restaurants,Baraonda,1439 2nd Ave,New York,NY,10021,(212) 288-8555,n/a
Restaurants,Vermicelli,1492 2nd Ave,New York,NY,10021,(212) 288-8868,VermicelliNY
Restaurants,Maui Wowi,1596 3rd Ave,New York,NY,10128,(212) 289-1975,n/a
Restaurants,M¢le,1735 2nd Ave,New York,NY,10128,(212) 289-8226,n/a
Restaurants,Taco Taco - CLOSED,1726 2nd Ave,New York,NY,10128,(212) 289-8226,n/a
Restaurants,3 Decker Restaurant,1746 2nd Ave,New York,NY,10128,(212) 289-9936,n/a
Restaurants,Benjamin Steakhouse,52 E 41st St,New York,NY,10017,(212) 297-9177,BenjaminSteak
Restaurants,Sushi Zen,108 W 44th St,New York,NY,10036,(212) 302-0707,SushiZenNY
Restaurants,Bombay Masala Restaurant,148 W 49th St Frnt,New York,NY,10019,(212) 302-8150,n/a
Restaurants,Guadalupe,597 W 207th St,New York,NY,10034,(212) 304-1083,n/a
Restaurants,207 Deli & Grill,4930 A Broadway,Manhattan,NY,10023,(212) 304-2400,n/a
Restaurants,Russian Vodka Room,265 W 52nd St,New York,NY,10019,(212) 307-5835,RussianVR
Restaurants,Cancun,937 8th Ave,New York,NY,10019,(212) 307-7307,n/a
Restaurants,Olieng Thai,644 10th Ave,New York,NY,10036,(212) 307-9388,n/a
Restaurants,123 Burger Shot Beer,738 10th Ave,New York,NY,10019,(212) 315-0123,BurgerShotBeer
Restaurants,Rus Fast Foods,666 5th Ave,New York,NY,10103,(212) 315-3408,n/a
Restaurants,Food Merchants Cafe,1271 Ave of the America,New York,NY,10020,(212) 315-4888,n/a
Restaurants,Huey's 24/7 Diner,940 8th Ave,New York,NY,10019,(212) 315-4985,Hueys247Diner
Restaurants,Brasserie 1605,1605 Broadway,New York,NY,10019,(212) 315-6000,n/a
Restaurants,Aureole,One Bryant Park,New York,NY,10036,(212) 319-1660,CharliePalmerGP
Restaurants,Jacques Brasserie,204-206 E 85th St,New York,NY,10028,(212) 327-2272,Jacques_NYC
Restaurants,Paparri Pizza,1640 York Avenue,New York,NY,10028,(212) 327-3869,n/a
Restaurants,Strip House Steak House,13 E 12th St,New York,NY,10003,(212) 328-0000,StripHouse
Restaurants,Pret A Manger,1 Astor Pl,Manhattan,NY,10003,(212) 328-0015,Pret_uk
Restaurants,Planet Hollywood,1540 Broadway,New York,NY,10036,(212) 333-7827,PLANETH0LLYW00D
Restaurants,Curry & Tandoor Corner,369 Broome St,Manhattan,NY,10013,(212) 334-9144,n/a
